time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,comp_ns,neg_s,pos_s,neu_s,sum_pos_s,sum_neg_s,comp_s,coin,open,close,high,low,label
1567296000,5,12,4,7.324400000000002,-2.1267,5.197700000000001,26,112,19,57.46739999999999,-11.4617,46.0057,XRP,0.2586,0.2569,0.2594,0.2513,1
1567382400,50,89,56,49.4649,-22.4317,27.041900000000005,302,437,308,231.34809999999993,-113.7163,117.95100000000001,XRP,0.2569,0.2616,0.265,0.2537,1
1567468800,60,120,71,64.1338,-25.4555,38.66309999999999,231,600,222,319.7126000000002,-94.88009999999998,224.7926,XRP,0.2616,0.2632,0.2672,0.2584,-1
1567555200,76,146,89,80.72059999999998,-34.0601,46.73489999999998,423,846,617,466.8522000000004,-179.6878,287.4424,XRP,0.2632,0.2589,0.2632,0.2567,-1
1567641600,51,110,73,60.957600000000006,-23.4279,37.5323,208,462,285,252.54640000000003,-92.83159999999997,159.93700000000013,XRP,0.2589,0.2565,0.2595,0.2538,-1
1567728000,55,150,81,81.14959999999998,-25.97750000000001,55.2214,209,811,325,417.5331999999999,-96.8147,321.42079999999976,XRP,0.2565,0.2518,0.2594,0.2474,1
1567814400,24,45,38,23.187099999999994,-10.148699999999998,13.084599999999998,188,221,193,126.70939999999996,-69.93200000000002,56.916000000000004,XRP,0.2518,0.2605,0.2636,0.2506,1
1567900800,28,68,34,42.3331,-11.5879,30.7684,106,302,115,161.0634000000001,-41.30710000000003,119.8285,XRP,0.2605,0.2627,0.2663,0.2566,-1
1567987200,56,121,52,69.75839999999998,-25.829899999999995,43.90940000000002,305,571,258,343.69760000000036,-141.8011000000001,201.85829999999984,XRP,0.2627,0.2588,0.2647,0.2568,-1
1568073600,44,109,44,55.62829999999996,-17.995099999999994,37.61409999999999,266,492,278,245.77180000000007,-114.4546,131.07659999999987,XRP,0.2588,0.2586,0.2636,0.2535,-1
1568160000,53,129,81,73.04939999999998,-26.4354,46.6604,259,747,410,454.2267000000003,-121.58399999999992,332.8686999999998,XRP,0.2586,0.2554,0.2607,0.2511,-1
1568246400,47,110,58,59.77619999999998,-20.0421,39.70479999999999,320,487,252,227.48700000000008,-133.62290000000002,93.92049999999992,XRP,0.2554,0.2544,0.2569,0.2509,1
1568332800,39,139,62,83.12049999999995,-17.010099999999998,66.10999999999997,151,712,266,464.87310000000014,-78.48220000000002,386.5385000000004,XRP,0.2544,0.256,0.2564,0.2525,1
1568419200,52,112,64,63.1914,-25.184000000000005,38.0634,364,455,337,267.1033,-194.4495,72.84320000000002,XRP,0.256,0.2622,0.2657,0.2546,-1
1568505600,22,36,27,22.073200000000003,-9.5474,12.4897,89,107,105,63.81110000000001,-39.0846,24.63880000000001,XRP,0.2622,0.2608,0.2646,0.2593,1
1568592000,28,113,55,63.19659999999997,-13.3239,49.86969999999997,108,528,243,313.8719999999998,-52.2468,261.77700000000016,XRP,0.2608,0.2615,0.2637,0.257,1
1568678400,82,235,162,122.61719999999984,-38.64590000000001,84.0499999999999,441,1581,981,834.9351000000001,-206.13589999999988,629.2998000000002,XRP,0.2615,0.2859,0.2988,0.2601,1
1568764800,65,189,111,98.58999999999996,-28.3839,70.18339999999998,334,1118,600,575.8491000000004,-123.90220000000004,451.77250000000015,XRP,0.2859,0.3139,0.3269,0.2855,-1
1568851200,46,113,61,59.7884,-18.2287,41.5968,371,540,383,302.38099999999986,-150.27310000000003,152.1794000000001,XRP,0.3139,0.3016,0.314,0.28300000000000003,-1
1568937600,33,70,41,38.56739999999999,-15.692799999999998,22.82920000000001,206,435,185,253.3286,-108.04370000000002,145.20129999999992,XRP,0.3016,0.2939,0.3024,0.2835,-1
1569024000,33,73,33,37.50060000000001,-15.474100000000002,22.05230000000001,125,423,131,217.71150000000003,-59.61909999999999,158.27300000000002,XRP,0.2939,0.2896,0.2976,0.2866,-1
1569110400,47,87,47,51.37739999999998,-23.366900000000005,28.07669999999999,274,459,207,290.9319000000001,-131.73209999999997,159.4354000000001,XRP,0.2896,0.2766,0.2897,0.2684,-1
1569196800,29,96,44,57.05139999999997,-11.7809,45.37859999999997,114,383,243,217.1207000000001,-46.3873,171.32910000000012,XRP,0.2766,0.2675,0.2864,0.2663,-1
1569283200,60,116,91,63.37739999999999,-24.255799999999994,39.16430000000001,339,644,481,348.81570000000005,-147.5898,201.08799999999997,XRP,0.2675,0.23399999999999999,0.2727,0.2188,1
1569369600,77,111,63,59.5534,-33.2689,26.258700000000008,311,419,315,226.54670000000004,-111.71079999999995,114.6295,XRP,0.23399999999999999,0.2463,0.25,0.2322,-1
1569456000,52,113,71,60.56659999999998,-23.6772,36.94380000000001,254,368,205,190.48620000000008,-124.85559999999998,66.02259999999997,XRP,0.2463,0.2424,0.2501,0.2287,1
1569542400,40,108,54,64.87049999999999,-17.869599999999995,47.0452,115,526,188,346.3968,-52.7111,293.718,XRP,0.2424,0.2429,0.2477,0.2335,-1
1569628800,38,93,34,52.43289999999998,-17.646999999999995,34.7245,196,283,169,154.01749999999996,-87.10689999999998,66.5728,XRP,0.2429,0.2426,0.2452,0.2387,-1
1569715200,36,83,49,47.1131,-17.928099999999993,29.154799999999994,188,363,256,200.50740000000005,-99.4155,101.0803,XRP,0.2426,0.2408,0.2429,0.2351,1
1569801600,35,121,64,74.054,-11.898199999999996,62.139299999999984,183,659,273,409.75160000000017,-57.7385,351.89340000000016,XRP,0.2408,0.2573,0.2621,0.2359,-1
1569888000,39,83,57,42.920999999999964,-15.664799999999996,27.3186,177,350,223,179.83539999999988,-65.9085,114.02589999999994,XRP,0.2573,0.2486,0.2615,0.2454,1
1569974400,36,97,52,54.82669999999999,-15.467199999999995,39.3871,148,400,287,230.54569999999993,-55.2065,175.39440000000008,XRP,0.2486,0.2535,0.2552,0.2451,-1
1570060800,33,54,48,29.223699999999994,-16.1204,13.180700000000005,140,236,268,128.53629999999995,-67.14479999999995,61.76709999999999,XRP,0.2535,0.2474,0.2541,0.2424,1
1570147200,28,84,43,49.665000000000006,-12.108299999999998,37.559300000000015,94,382,149,221.1466,-40.7145,180.41149999999988,XRP,0.2474,0.2534,0.2572,0.2453,1
1570233600,18,44,30,27.4363,-7.009800000000001,20.4724,60,219,150,141.11929999999995,-25.9782,115.29319999999998,XRP,0.2534,0.2543,0.2571,0.2468,1
1570320000,14,40,26,22.1115,-6.6508,15.460699999999996,68,172,98,96.5617,-26.4106,70.15110000000001,XRP,0.2543,0.2556,0.257,0.2518,1
1570406400,31,71,53,39.93489999999999,-12.1502,27.7847,162,355,324,212.81110000000007,-54.58769999999997,158.2234,XRP,0.2556,0.2766,0.2818,0.254,1
1570492800,51,92,84,55.83789999999999,-20.7988,35.04220000000002,257,556,421,328.94689999999986,-102.04240000000004,226.91380000000015,XRP,0.2766,0.2781,0.2857,0.2715,1
1570579200,48,119,86,65.13859999999994,-19.0957,45.90099999999999,211,791,470,470.5525999999999,-86.2845,383.2619,XRP,0.2781,0.2818,0.2875,0.2739,-1
1570665600,25,86,68,46.92580000000002,-11.95,34.98770000000002,124,375,332,200.62989999999985,-59.55599999999998,142.11949999999996,XRP,0.2818,0.2713,0.2825,0.2658,-1
1570752000,32,76,42,41.0591,-12.1179,28.9613,155,327,133,188.76770000000008,-57.73270000000001,131.0551,XRP,0.2713,0.2679,0.276,0.2652,1
1570838400,16,34,12,16.8043,-7.1408999999999985,9.6892,116,161,60,86.38839999999995,-52.15359999999999,34.518600000000006,XRP,0.2679,0.273,0.2775,0.2679,1
1570924800,30,46,40,27.50779999999999,-10.4647,17.049499999999995,156,288,150,181.4186,-53.09030000000002,128.28660000000008,XRP,0.273,0.2779,0.2822,0.2719,1
1571011200,63,152,95,84.93859999999997,-27.4618,57.46029999999998,340,768,572,446.99769999999984,-133.3010999999999,314.1631000000001,XRP,0.2779,0.2978,0.2984,0.2771,-1
1571097600,32,85,68,45.14069999999999,-14.0376,31.053300000000004,107,582,429,323.27910000000014,-46.5549,276.5748000000001,XRP,0.2978,0.2885,0.2995,0.2835,-1
