time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,comp_ns,neg_s,pos_s,neu_s,sum_pos_s,sum_neg_s,comp_s,coin,open,close,high,low,label,n_news,avg_news_compound
1576886400,123,279,165,164.02249999999987,-55.26480000000001,108.76650000000002,535,1320,686,841.8517000000003,-250.59190000000007,591.1340999999998,ETH,128.44,127.44,128.3,126.94,1,2,0.19928035714285713
1576972800,100,219,111,112.84209999999992,-46.8355,66.01069999999999,559,1142,543,588.3666000000002,-280.5789,307.50459999999975,ETH,127.44,132.31,136.44,132.23,-1,1,0.3593
1577059200,180,323,183,183.03340000000009,-89.13590000000003,93.86540000000002,1038,1894,824,1188.8906,-544.0482999999998,644.548599999999,ETH,132.31,128.0,130.19,126.31,-1,0,0.0
1577145600,180,426,167,258.7794000000003,-88.16369999999998,170.6509000000001,908,2220,703,1390.0832999999984,-463.92359999999985,926.1241000000008,ETH,128.0,127.86,128.95,126.05,-1,1,0.29025
1577232000,155,251,182,138.46299999999988,-71.89689999999997,66.40719999999999,955,1538,1237,880.8729999999997,-431.8256000000003,448.5557999999997,ETH,127.86,124.97,126.91,123.81,1,2,0.0005999999999999894
1577318400,194,310,214,170.4097000000001,-95.5686,74.76749999999998,1146,1739,1007,995.0377000000003,-576.3594999999998,418.2622,ETH,124.97,125.62,128.43,124.4,1,0,0.0
1577404800,172,374,208,205.42259999999987,-76.9203999999999,128.46459999999993,1090,2421,1019,1396.6896999999994,-475.9917999999996,920.2314000000003,ETH,125.62,126.36,127.09,125.13,1,0,0.0
1577491200,139,259,163,145.61049999999997,-67.1294,78.5321999999999,774,1438,851,823.5922000000003,-378.31879999999984,445.2812999999999,ETH,126.36,128.18,129.42,126.94,1,0,0.0
1577577600,125,314,157,175.50570000000008,-56.1908,119.36010000000002,782,2379,1246,1383.6961999999987,-384.42499999999967,999.1558,ETH,128.18,134.67,135.93,129.27,-1,0,0.0
1577664000,137,277,170,152.33630000000005,-54.570600000000006,97.71659999999993,780,1755,1113,1008.5606000000002,-319.8015,687.5595000000003,ETH,134.67,131.45,133.33,129.57,-1,1,-0.24780000000000002
1577750400,165,351,231,201.9093,-81.50499999999994,120.58369999999987,1047,2090,1135,1243.2338999999986,-519.7025999999997,724.8052000000006,ETH,131.45,129.02,133.05,128.23,1,3,-0.3026483574879227
1577836800,75,237,136,129.72130000000007,-34.07350000000002,95.55750000000003,433,1593,827,965.2732000000008,-211.57119999999995,752.7449000000005,ETH,129.02,130.57,132.94,128.84,-1,1,-0.5213666666666666
1577923200,123,348,163,213.16690000000003,-56.55829999999999,156.60679999999988,710,2214,769,1501.4248000000007,-294.21449999999976,1206.9469000000024,ETH,130.57,127.05,127.54,125.45,1,4,-0.08772906475468975
1578009600,121,326,209,188.2744,-49.21469999999999,139.13179999999986,549,1662,991,1007.5998000000012,-237.4667000000001,772.0830000000003,ETH,127.05,134.24,135.64,130.57,-1,1,-0.1444
1578096000,99,227,160,132.72169999999994,-41.9966,90.70809999999996,439,1466,826,933.4989999999999,-195.6711,737.5100999999997,ETH,134.24,134.2,136.56,133.47,1,0,0.0
1578182400,93,279,159,159.61900000000003,-38.303199999999975,121.28799999999987,660,1647,811,991.4739999999997,-240.93919999999986,750.255999999999,ETH,134.2,135.5,136.53,133.58,1,0,0.0
1578268800,158,307,228,177.13600000000002,-73.7544,103.35839999999986,1022,2078,1534,1216.3577,-476.49799999999993,739.7486999999996,ETH,135.5,144.15,146.48,142.37,-1,0,0.0
1578355200,162,364,269,200.16920000000007,-73.74589999999998,126.49159999999992,1005,2305,1551,1313.561299999999,-451.32219999999967,862.0606999999995,ETH,144.15,142.89,151.7,142.89,-1,0,0.0
1578441600,170,472,244,269.9633000000003,-80.0869,189.88750000000027,879,2726,1240,1635.8517000000006,-391.7920999999995,1244.7714999999996,ETH,142.89,140.47,141.11,136.12,-1,1,0.42214999999999997
1578528000,137,445,214,257.34150000000017,-64.96859999999997,192.3883,655,2521,1120,1485.0582999999995,-306.9838,1177.8484000000005,ETH,140.47,137.74,140.17,135.24,1,1,0.004422222222222228
1578614400,105,338,198,197.86930000000007,-46.36579999999999,151.46880000000004,533,2027,958,1249.9762000000005,-240.15940000000012,1009.5851,ETH,137.74,144.8,148.0,143.0,-1,3,0.11319265873015873
1578700800,84,329,229,179.6513999999999,-36.47779999999999,143.1756999999999,545,2536,1539,1486.0895000000028,-252.85330000000008,1232.3840000000016,ETH,144.8,142.52,144.84,140.51,1,0,0.0
1578787200,86,229,136,126.42829999999996,-38.64020000000001,87.7862999999999,578,1436,682,819.5713000000003,-283.6288,535.5519,ETH,142.52,146.37,146.69,144.16,-1,1,0.341621052631579
1578873600,105,316,161,187.54989999999992,-49.8781,137.61069999999995,703,1860,893,1141.312100000001,-346.43869999999976,794.5898,ETH,146.37,143.49,146.65,142.43,1,1,-0.1617
1578960000,294,651,496,352.01279999999946,-129.9054999999999,222.30250000000007,2095,4545,3366,2396.292099999996,-942.4529000000017,1454.3317999999995,ETH,143.49,165.66,169.63,152.69,1,1,0.03404545454545454
