,time,neg_ns,pos_ns,neutral_ns,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,submissions
211,1585526400,679,1127,693,286.60740000000044,2702,4568,3104,1283.4105999999965,BTC,5882.2,6403.31,6616.94,5874.8,286
212,1585612800,388,656,369,168.68720000000073,1434,2589,1616,728.9416999999968,BTC,6403.31,6423.61,6531.66,6350.61,107
213,1585699200,344,582,352,148.6936,1569,2641,1399,746.3117999999995,BTC,6423.61,6663.63,6716.04,6168.0,247
214,1585785600,658,1165,708,320.6789000000004,2724,5106,3328,1429.7374999999988,BTC,6663.63,6804.42,7245.15,6585.75,263
215,1585872000,467,862,566,247.31460000000072,1641,3843,2085,1205.368999999999,BTC,6804.42,6743.68,7044.01,6618.82,253
216,1585958400,514,894,614,233.39800000000062,2249,4990,3341,1324.990199999998,BTC,6743.68,6875.95,7010.45,6671.05,214
217,1586044800,598,957,559,229.56970000000047,2772,4588,3798,1235.3814000000007,BTC,6875.95,6781.64,6910.39,6689.07,214
218,1586131200,621,1025,649,248.78360000000006,2297,3979,2552,1022.7806999999992,BTC,6781.64,7347.22,7359.05,6779.91,270
219,1586217600,553,921,531,234.39700000000016,2350,3563,2557,725.3308999999997,BTC,7347.22,7201.57,7462.51,7084.52,268
220,1586304000,475,699,532,155.13639999999995,2241,2740,1912,475.7292999999985,BTC,7201.57,7367.37,7425.85,7157.96,246
221,1586390400,625,974,599,222.68690000000046,2514,3953,2136,846.330500000002,BTC,7367.37,7294.55,7374.01,7124.88,310
222,1586476800,661,1167,583,315.6138000000002,3176,4456,2530,789.8282999999977,BTC,7294.55,6876.49,7304.8,6757.67,291
223,1586563200,307,606,403,173.45740000000004,1005,2124,1509,627.4217000000002,BTC,6876.49,6887.6,6956.27,6785.52,183
224,1586649600,413,630,398,140.04549999999978,1833,2771,1910,638.9457000000001,BTC,6887.6,6913.76,7199.97,6802.16,178
225,1586736000,733,1390,740,399.9881,2945,6564,3816,2008.2729999999995,BTC,6913.76,6859.43,6913.76,6612.34,281
226,1586822400,376,750,417,237.5929,1118,2557,1801,939.1275999999997,BTC,6859.43,6879.44,6986.75,6773.97,85
227,1586908800,319,542,282,146.75890000000012,946,2100,1527,730.6607999999994,BTC,6879.44,6629.54,6937.49,6614.79,75
228,1586995200,320,616,396,177.5862000000001,1431,2703,1523,809.8339999999997,BTC,6629.54,7114.55,7207.11,6487.08,154
229,1587081600,449,744,393,205.0003000000004,2018,3402,1730,1038.7454999999989,BTC,7114.55,7037.12,7155.17,7005.79,246
230,1587168000,490,1002,553,343.11030000000096,2602,4340,2271,1469.2658000000022,BTC,7037.12,7264.29,7304.35,7028.43,269
231,1587254400,493,1012,525,342.5647999999997,2049,4340,1924,1587.5934000000022,BTC,7264.29,7132.88,7276.84,7072.33,272
232,1587340800,471,749,470,187.07740000000004,1936,2965,1537,714.2830999999992,BTC,7132.88,6842.45,7225.23,6770.07,324
233,1587427200,559,989,561,255.7373000000011,2129,3840,2078,922.7428999999997,BTC,6842.45,6855.11,6948.78,6779.51,292
234,1587513600,550,887,551,225.40680000000054,2024,3146,2061,699.9153999999983,BTC,6855.11,7135.41,7165.43,6831.44,303
235,1587600000,560,1065,597,309.5176000000006,2140,4299,2600,1257.3882000000006,BTC,7135.41,7489.25,7731.56,7041.2,342
236,1587686400,573,817,553,159.92699999999988,2886,3518,3101,403.58600000000087,BTC,7489.25,7509.44,7607.28,7408.35,296
237,1587772800,350,767,479,236.00280000000006,1657,3050,2017,861.0611999999983,BTC,7509.44,7546.92,7708.4,7445.98,195
238,1587859200,429,833,506,255.80940000000072,1643,3908,2346,1485.2459000000022,BTC,7546.92,7701.35,7705.3,7497.88,208
239,1587945600,486,1004,594,305.1975999999999,2293,4657,2383,1520.8350999999932,BTC,7701.35,7787.41,7790.33,7639.98,293
240,1588032000,592,1033,676,268.4757000000004,2302,5509,2892,1897.5738999999976,BTC,7787.41,7760.32,7791.85,7671.26,320
241,1588118400,921,1597,1128,398.1785,3948,6627,5076,1635.5960999999984,BTC,7760.32,8784.96,8952.44,7733.02,410
242,1588204800,832,1392,997,337.96329999999926,3317,5633,3705,1253.5207000000005,BTC,8784.96,8637.56,9460.77,8416.64,446
243,1567296000,22,25,22,1.5566,60,113,103,26.360100000000006,LTC,64.42,66.05,67.37,63.79,12
244,1567382400,59,97,80,19.4354,240,435,331,123.50879999999991,LTC,66.12,67.22,70.63,66.8,20
245,1567468800,55,90,101,18.1838,185,363,461,104.18139999999985,LTC,67.22,69.07,70.82,68.27,22
246,1567555200,89,141,118,33.50569999999999,381,520,457,88.65199999999996,LTC,69.07,67.18,69.31,66.67,24
247,1567641600,54,104,82,29.194000000000003,176,476,420,157.41909999999984,LTC,67.18,65.15,67.43,64.35,28
248,1567728000,54,109,78,27.41860000000001,216,445,313,137.06420000000006,LTC,65.15,64.88,65.36,63.38,17
249,1567814400,68,113,83,31.1101,325,502,432,131.16669999999993,LTC,64.89,69.1,71.58,67.74,11
250,1567900800,55,72,60,11.977100000000002,325,281,220,-0.12519999999999232,LTC,69.1,70.67,71.47,69.65,8
251,1567987200,46,78,78,16.64070000000001,195,288,312,51.31570000000001,LTC,70.62,69.96,71.23,68.54,30
252,1568073600,87,156,147,35.22479999999999,336,721,477,202.16340000000008,LTC,69.96,70.85,71.6,68.53,24
253,1568160000,20,80,65,34.3046,85,269,256,109.51489999999994,LTC,70.85,69.94,71.94,69.15,23
254,1568246400,38,73,52,21.1232,120,328,189,121.69309999999996,LTC,69.94,69.22,71.88,69.1,14
255,1568332800,59,123,79,41.33419999999997,234,564,397,201.40590000000014,LTC,69.22,69.05,69.97,68.11,28
256,1568419200,29,37,45,5.1893,135,135,150,13.931699999999992,LTC,69.14,70.88,72.76,70.44,18
257,1568505600,45,61,49,11.2892,191,256,172,46.90879999999999,LTC,70.88,70.13,71.74,69.77,17
258,1568592000,37,100,76,38.2627,145,526,294,196.0584,LTC,70.23,72.95,73.47,69.81,20
259,1568678400,90,189,192,48.870999999999974,317,649,627,165.18770000000015,LTC,72.95,74.29,76.91,71.99,22
260,1568764800,72,119,115,28.95810000000001,266,488,435,147.12840000000003,LTC,74.29,78.03,80.26,73.78,21
261,1568851200,68,113,95,18.748500000000018,287,409,277,31.118999999999968,LTC,78.03,77.07,79.46,75.32,25
262,1568937600,39,105,58,38.870000000000026,171,398,199,135.41759999999988,LTC,77.07,75.03,76.4,73.81,26
263,1569024000,27,71,27,21.5896,116,274,88,79.65009999999998,LTC,74.95,73.39,74.66,71.78,9
264,1569110400,26,53,38,16.2256,93,197,127,72.95569999999994,LTC,73.21,72.26,73.65,71.32,15
265,1569196800,131,148,133,5.612900000000002,563,531,438,-52.05300000000007,LTC,72.26,66.55,72.2,62.48,15
266,1569283200,147,229,197,43.720799999999954,683,876,866,88.99819999999987,LTC,66.55,54.79,60.6,54.73,15
267,1569369600,97,145,93,40.228499999999976,377,650,382,194.78180000000003,LTC,54.79,57.55,58.75,54.08,23
268,1569456000,99,169,139,44.76180000000003,395,605,490,129.81379999999993,LTC,57.55,55.24,55.64,52.43,14
269,1569542400,63,67,55,3.0059000000000062,255,325,241,59.0684,LTC,55.24,56.02,56.79,55.01,11
270,1569628800,27,50,34,11.5133,85,271,123,82.85669999999995,LTC,56.02,55.54,56.41,55.14,6
271,1569715200,32,60,49,18.9612,117,277,165,102.57449999999996,LTC,55.54,54.01,54.64,53.09,11
272,1569801600,68,100,42,18.33510000000001,240,437,154,94.83880000000002,LTC,54.01,56.17,57.47,55.54,11
273,1569888000,46,91,63,23.939300000000006,162,343,227,78.04140000000002,LTC,56.17,55.82,57.18,55.11,18
274,1569974400,38,103,52,33.3867,158,349,165,99.13379999999987,LTC,55.9,56.49,58.28,56.16,15
275,1570060800,27,60,46,20.29270000000001,93,220,204,73.56709999999998,LTC,56.49,56.55,57.21,54.95,15
276,1570147200,38,60,50,16.3663,160,303,179,100.94460000000008,LTC,56.55,56.54,57.58,56.0,15
277,1570233600,17,37,30,10.487800000000004,58,156,80,51.5318,LTC,56.54,57.03,57.98,56.4,5
278,1570320000,17,43,35,15.892400000000002,62,196,124,90.38660000000004,LTC,57.03,54.62,55.59,53.42,8
279,1570406400,51,61,46,9.665400000000004,252,244,155,10.803400000000039,LTC,54.62,57.73,58.4,56.38,18
280,1570492800,39,45,50,1.0307000000000008,174,140,159,-41.5915,LTC,57.73,57.11,57.71,56.74,15
281,1570579200,79,95,75,11.06150000000001,452,473,395,79.87830000000002,LTC,57.11,59.31,60.96,58.69,17
282,1570665600,73,78,60,10.124199999999991,242,249,160,34.7342000000001,LTC,59.31,57.75,59.52,57.41,16
283,1570752000,62,48,49,-6.076300000000002,228,205,172,-3.5463999999999998,LTC,57.75,55.88,56.43,54.72,10
284,1570838400,17,42,26,11.392300000000004,89,177,120,31.223499999999976,LTC,55.95,55.41,56.12,54.37,11
285,1570924800,38,62,32,13.866200000000005,167,217,101,37.30489999999999,LTC,55.41,56.42,57.1,55.43,13
286,1571011200,40,71,53,24.3374,152,243,191,78.44969999999991,LTC,56.42,56.8,58.43,56.09,20
287,1571097600,52,87,42,16.363300000000002,171,351,114,100.86769999999993,LTC,56.8,54.57,56.14,53.08,10
288,1571184000,44,108,68,36.86749999999999,158,433,227,165.3787999999999,LTC,54.75,52.56,54.25,51.78,18
289,1571270400,40,124,76,58.13209999999997,167,584,253,314.3618999999998,LTC,52.53,55.08,55.24,52.77,13
290,1571356800,31,65,34,23.8573,105,266,103,115.24449999999992,LTC,55.08,53.2,53.93,52.71,16
291,1571443200,23,31,23,4.6247,109,152,72,30.07210000000001,LTC,53.2,54.04,54.49,52.45,8
292,1571529600,16,35,22,10.383400000000004,66,168,89,52.05179999999999,LTC,54.04,55.02,55.53,54.12,14
293,1571616000,20,63,25,26.9873,60,231,88,94.16499999999996,LTC,55.02,55.05,55.57,51.41,14
294,1571702400,17,68,39,25.722200000000008,63,383,208,155.06780000000015,LTC,55.05,53.41,54.82,53.41,18
295,1571788800,57,137,70,52.38549999999997,269,747,255,317.17829999999964,LTC,53.53,49.55,49.87,47.74,30
296,1571875200,36,63,56,20.799800000000005,152,260,185,81.24129999999995,LTC,49.6,49.92,50.01,48.63,22
297,1571961600,66,145,79,44.83470000000004,294,594,332,162.21139999999986,LTC,49.73,57.03,60.07,56.9,17
298,1572048000,77,114,83,19.497399999999995,375,566,406,110.10370000000006,LTC,57.03,56.89,61.08,55.44,13
299,1572134400,31,72,62,22.2852,109,327,283,110.62909999999994,LTC,56.89,59.93,61.47,57.28,6
300,1572220800,44,64,54,14.387200000000002,141,201,246,46.81569999999998,LTC,59.93,57.86,59.04,56.31,17
301,1572307200,34,59,49,10.8031,134,284,169,77.15169999999998,LTC,57.86,59.91,60.55,59.13,19
302,1572393600,44,67,46,17.15309999999999,154,280,182,88.86129999999996,LTC,59.91,57.99,59.64,57.73,20
303,1572480000,29,47,26,12.4346,162,224,150,29.71670000000001,LTC,57.99,58.39,58.75,57.24,13
304,1572566400,29,48,27,6.2768,115,143,111,2.4524000000000084,LTC,58.36,58.72,59.15,57.83,12
305,1572652800,14,24,16,9.0738,48,98,66,41.1797,LTC,58.72,58.59,58.92,57.84,20
306,1572739200,27,43,23,13.094000000000005,96,175,107,59.98480000000003,LTC,58.59,58.31,58.67,57.07,13
307,1572825600,27,120,75,57.1386,115,467,291,214.0103000000001,LTC,58.31,61.43,62.46,59.66,18
308,1572912000,37,81,71,28.3135,184,324,254,100.66279999999992,LTC,61.43,63.23,65.34,62.13,21
309,1572998400,56,107,69,27.328700000000005,371,485,307,62.68910000000001,LTC,63.23,64.1,64.85,62.48,19
310,1573084800,81,159,94,42.672700000000006,224,527,260,162.2393999999999,LTC,64.1,61.28,63.24,60.55,20
311,1573171200,66,89,52,16.094500000000004,398,377,183,5.0122000000000195,LTC,61.28,60.87,61.83,59.42,13
312,1573257600,27,79,45,38.83990000000001,136,334,126,116.92029999999993,LTC,60.87,62.49,62.77,60.59,6
313,1573344000,65,81,77,18.5756,276,329,321,64.35369999999998,LTC,62.49,63.54,65.31,62.24,7
314,1573430400,17,32,18,8.373099999999997,78,196,64,69.64919999999998,LTC,63.54,62.13,62.92,60.34,13
315,1573516800,13,46,33,21.9437,57,196,99,96.67150000000002,LTC,62.13,61.31,63.35,60.5,22
316,1573603200,11,22,22,4.622999999999998,36,144,81,72.57600000000001,LTC,61.31,60.89,62.51,60.23,14
317,1573689600,24,77,27,30.7596,76,306,109,120.86230000000002,LTC,60.93,58.94,60.07,58.79,12
318,1573776000,36,53,30,8.649799999999999,165,228,111,47.127199999999924,LTC,58.94,57.59,59.09,56.22,12
319,1573862400,23,59,24,22.133599999999994,118,216,76,60.465899999999955,LTC,57.72,58.4,59.07,57.54,16
320,1573948800,28,43,11,10.57,148,261,50,80.43769999999994,LTC,58.4,59.68,59.98,58.43,12
321,1574035200,29,44,35,5.925900000000001,110,187,145,33.84529999999996,LTC,59.29,55.84,58.39,54.59,18
322,1574121600,31,46,47,10.4739,167,201,202,17.052900000000008,LTC,55.84,55.12,56.11,54.76,23
323,1574208000,29,31,27,-3.839799999999999,167,160,109,-36.48019999999999,LTC,55.12,54.95,56.06,54.61,17
324,1574294400,71,120,99,32.33240000000001,348,467,386,92.77679999999997,LTC,54.95,50.78,51.95,49.67,12
325,1574380800,102,119,91,21.11430000000004,492,500,379,90.13969999999986,LTC,50.78,47.5,48.98,46.61,15
326,1574467200,35,73,37,21.862900000000003,148,319,179,97.942,LTC,47.5,48.29,48.77,47.48,8
327,1574553600,47,57,55,11.4373,301,276,241,38.89130000000001,LTC,48.29,44.04,45.75,43.6,11
328,1574640000,32,61,60,20.323100000000004,125,327,270,153.2764000000001,LTC,44.04,45.69,48.13,44.99,17
329,1574726400,23,37,48,9.4942,105,124,244,19.211800000000007,LTC,45.69,47.0,47.37,45.81,8
330,1574812800,21,49,46,14.820500000000004,51,213,187,89.8057,LTC,47.0,47.81,49.42,47.58,17
331,1574899200,34,70,47,22.312200000000004,122,312,241,133.98860000000002,LTC,47.81,46.95,47.61,46.32,9
332,1574985600,28,56,37,16.7617,115,232,168,76.98179999999995,LTC,46.95,48.78,49.98,48.64,18
333,1575072000,53,68,45,8.616500000000002,263,433,266,116.05899999999994,LTC,48.78,47.38,48.01,46.98,15
334,1575158400,47,72,57,14.9189,150,250,200,40.4957,LTC,47.38,47.63,48.14,45.98,9
335,1575244800,36,56,31,15.333300000000005,128,223,106,70.05190000000003,LTC,47.63,45.62,47.05,45.1,17
336,1575331200,45,70,45,17.766099999999994,203,271,158,66.41040000000004,LTC,45.62,44.87,45.97,44.64,24
337,1575417600,41,68,80,20.181500000000003,135,206,398,51.71129999999999,LTC,44.87,44.69,45.26,43.72,23
338,1575504000,34,49,54,5.341499999999997,163,208,195,17.321700000000007,LTC,44.69,44.88,46.11,44.35,8
339,1575590400,35,58,33,8.739800000000002,162,269,118,40.856100000000026,LTC,44.88,45.37,46.46,45.23,15
340,1575676800,16,28,37,6.2648,51,75,149,13.430799999999998,LTC,45.37,45.41,46.19,44.92,7
341,1575763200,45,60,59,16.03130000000001,202,293,245,80.68929999999997,LTC,45.41,45.74,46.2,45.29,7
342,1575849600,21,40,29,8.344300000000006,158,250,180,39.93309999999995,LTC,45.74,44.46,44.9,43.96,8
343,1575936000,22,78,58,30.166199999999996,97,265,192,85.59769999999997,LTC,44.46,44.14,44.26,43.44,15
344,1576022400,13,56,43,26.7078,33,196,104,104.12039999999998,LTC,44.14,43.86,44.48,43.41,10
345,1576108800,13,43,18,19.6271,71,218,70,105.68849999999992,LTC,43.86,43.63,44.11,43.28,12
346,1576195200,36,51,45,10.954399999999998,131,193,184,43.29440000000001,LTC,43.63,44.62,44.74,43.69,9
347,1576281600,27,29,32,2.8647000000000005,124,199,108,65.60860000000001,LTC,44.62,43.41,43.93,43.1,7
348,1576368000,26,47,19,14.8084,111,157,49,40.216500000000025,LTC,43.41,43.47,44.13,43.35,9
349,1576454400,73,114,83,21.664599999999997,316,376,260,30.35210000000001,LTC,43.47,39.98,42.5,39.19,8
350,1576540800,89,128,138,22.3331,357,422,468,37.36839999999996,LTC,39.98,36.94,38.9,36.74,16
351,1576627200,53,141,98,46.74399999999999,213,570,360,199.22080000000008,LTC,36.94,40.91,42.68,40.38,10
352,1576713600,53,125,79,40.613700000000016,250,533,302,171.74249999999995,LTC,40.91,39.83,40.87,39.37,11
353,1576800000,22,43,36,13.8381,106,245,183,99.21699999999996,LTC,39.83,40.22,40.72,39.86,8
354,1576886400,31,40,19,6.173800000000001,156,204,127,25.63740000000001,LTC,40.22,39.79,40.19,39.66,8
355,1576972800,21,77,47,31.90990000000001,89,271,220,118.14309999999986,LTC,39.79,41.95,43.29,41.75,8
356,1577059200,30,56,39,16.392600000000005,107,251,134,118.7302,LTC,41.95,40.57,41.32,40.27,12
357,1577145600,44,62,44,16.533900000000006,243,243,212,31.79259999999996,LTC,40.57,40.37,41.01,39.85,11
358,1577232000,7,44,28,22.86720000000001,36,293,136,183.84870000000006,LTC,40.37,40.11,40.49,39.54,6
359,1577318400,46,63,33,10.9312,149,247,108,54.99729999999999,LTC,40.11,40.06,40.67,39.68,17
360,1577404800,37,55,55,9.0926,135,212,256,52.31310000000007,LTC,40.06,40.97,41.43,40.15,10
361,1577491200,45,67,46,16.596200000000003,219,282,218,63.7028,LTC,40.97,43.0,43.69,41.29,9
362,1577577600,32,46,38,9.692799999999998,132,219,228,51.51519999999999,LTC,43.0,43.15,43.78,42.66,19
363,1577664000,17,44,34,19.3088,65,267,200,118.56039999999993,LTC,43.15,42.32,43.36,41.86,14
364,1577750400,8,30,21,15.420499999999995,22,180,86,102.77439999999996,LTC,42.32,41.23,42.51,41.13,14
365,1577836800,10,31,15,14.933699999999998,37,186,83,114.25050000000002,LTC,41.23,41.59,41.86,41.16,13
366,1577923200,39,60,63,14.369700000000009,232,341,233,109.3597,LTC,41.59,39.45,40.62,39.33,7
367,1578009600,35,59,22,13.052399999999995,141,276,104,57.8954,LTC,39.45,42.36,42.36,41.05,9
368,1578096000,21,33,20,4.688299999999999,79,110,73,13.609500000000002,LTC,42.36,42.82,43.05,41.98,8
369,1578182400,43,71,45,16.2271,167,295,195,63.646400000000035,LTC,42.82,43.32,43.81,42.33,14
370,1578268800,20,35,37,9.973000000000004,67,185,200,61.98969999999999,LTC,43.32,45.88,46.56,45.57,9
371,1578355200,27,107,78,50.80489999999998,188,588,373,247.6638,LTC,45.88,46.53,48.32,46.4,11
372,1578441600,55,70,45,11.5783,243,292,175,31.67830000000001,LTC,46.53,45.31,46.61,44.2,9
373,1578528000,14,45,36,17.0949,44,180,130,93.24009999999998,LTC,45.31,44.72,45.1,43.89,10
374,1578614400,39,75,93,18.986100000000004,199,259,414,32.37220000000001,LTC,44.72,49.11,50.44,46.57,5
375,1578700800,36,79,72,21.86130000000001,191,540,417,168.5099999999999,LTC,49.11,49.42,51.15,47.67,13
376,1578787200,14,56,45,23.148799999999994,83,353,227,144.24650000000003,LTC,49.42,51.38,52.08,50.14,7
377,1578873600,27,51,52,12.7441,93,299,295,97.49099999999996,LTC,51.38,49.64,51.16,49.1,20
378,1578960000,108,187,179,41.682199999999966,594,1012,791,222.09879999999973,LTC,49.64,58.43,60.76,53.85,20
379,1579046400,49,92,93,23.113999999999994,206,480,517,141.74270000000004,LTC,58.43,58.24,60.34,56.95,7
380,1579132800,20,59,41,22.85789999999999,119,236,194,59.8994,LTC,58.24,57.51,58.72,55.56,10
381,1579219200,50,122,79,43.9484,199,596,396,218.14240000000007,LTC,57.51,60.97,63.3,58.07,17
382,1579305600,20,61,28,26.6851,74,319,126,152.2015,LTC,60.97,59.22,62.31,58.38,9
383,1579392000,7,32,34,12.612300000000005,65,255,256,95.31509999999996,LTC,59.22,57.66,59.86,56.2,6
384,1579478400,11,25,34,7.5192,49,141,132,45.886100000000006,LTC,57.66,57.09,58.18,56.28,10
385,1579564800,14,56,31,25.42720000000001,37,263,132,125.22619999999992,LTC,57.09,57.41,58.65,57.1,18
386,1579651200,31,38,18,6.8607,169,147,91,-3.723500000000002,LTC,57.41,58.31,58.88,56.8,16
387,1579737600,52,89,59,23.519299999999994,201,412,194,135.6055,LTC,58.31,54.29,56.8,53.24,11
388,1579824000,48,82,57,24.0547,147,322,235,103.13270000000004,LTC,54.29,54.5,55.08,51.67,9
389,1579910400,33,46,33,10.0546,171,241,144,71.10739999999998,LTC,54.5,53.25,54.41,52.35,14
390,1579996800,30,41,29,8.660500000000003,86,138,92,29.961599999999976,LTC,53.25,56.15,56.79,54.63,5
391,1580083200,42,88,65,29.2897,195,367,264,135.06869999999986,LTC,56.15,58.4,60.67,57.55,14
392,1580169600,43,90,86,28.09810000000001,154,404,296,129.11129999999994,LTC,58.4,60.84,63.54,60.46,24
393,1580256000,39,99,70,39.89870000000001,138,387,261,173.34710000000007,LTC,60.84,59.91,62.51,59.69,13
394,1580342400,62,173,147,67.05319999999998,287,936,714,354.9154000000001,LTC,59.91,67.84,70.02,60.04,19
395,1580428800,21,100,54,43.8141,67,499,239,237.56849999999991,LTC,67.84,67.86,69.38,66.27,22
396,1580515200,70,147,95,52.87359999999998,325,692,407,257.76820000000026,LTC,67.86,70.75,72.65,67.79,18
397,1580601600,36,80,50,27.322199999999995,133,418,178,148.49619999999996,LTC,70.75,69.93,72.63,68.44,14
398,1580688000,56,92,51,25.041600000000006,207,411,184,140.9377000000001,LTC,69.93,69.57,71.02,68.67,15
399,1580774400,62,94,54,18.264400000000013,223,380,161,90.55699999999986,LTC,69.57,67.89,69.46,66.42,15
400,1580860800,28,92,58,33.438799999999986,163,554,287,220.12729999999996,LTC,67.89,72.64,74.29,70.59,14
401,1580947200,58,104,76,26.483400000000003,280,479,300,135.46159999999986,LTC,72.64,73.5,75.72,72.24,19
402,1581033600,25,70,52,28.812100000000008,111,288,254,106.36459999999998,LTC,73.5,74.45,75.56,73.19,17
403,1581120000,23,123,72,60.26659999999998,88,557,467,274.8353000000001,LTC,74.45,76.54,78.43,73.17,15
404,1581206400,90,132,75,24.1196,1161,916,644,-133.79399999999978,LTC,76.54,77.11,79.87,75.84,19
405,1581292800,49,119,54,42.48840000000001,142,531,185,234.8531,LTC,77.11,74.03,75.41,72.79,32
406,1581379200,40,86,94,26.902100000000008,162,487,431,169.71200000000005,LTC,74.03,76.82,78.59,75.92,16
407,1581465600,74,138,174,38.2147,323,637,871,199.93619999999981,LTC,76.82,81.23,82.88,77.22,21
408,1581552000,47,108,100,38.4442,185,443,464,187.14200000000008,LTC,81.23,80.67,83.39,77.48,10
409,1581638400,22,78,70,35.57939999999999,118,355,415,163.57020000000003,LTC,80.67,82.98,84.19,80.49,6
410,1581724800,34,67,45,18.0598,176,244,210,59.57649999999998,LTC,82.98,76.63,80.05,75.61,11
411,1581811200,36,71,60,21.937500000000004,257,445,266,79.12010000000002,LTC,76.63,74.79,79.89,69.52,8
412,1581897600,39,102,58,37.46879999999997,196,404,220,137.1905999999999,LTC,74.79,73.29,73.88,68.92,17
413,1581984000,46,73,70,17.064300000000006,253,412,367,96.38009999999987,LTC,73.29,77.2,79.1,74.36,13
414,1582070400,43,83,94,18.8159,165,476,404,160.86780000000022,LTC,77.2,70.53,74.24,68.88,10
415,1582156800,49,89,64,30.77390000000001,149,337,230,141.36629999999994,LTC,70.53,69.44,72.16,67.54,10
416,1582243200,40,60,64,18.3283,170,246,281,73.5379,LTC,69.44,73.41,74.9,69.47,17
417,1582329600,8,48,33,28.819000000000006,38,307,172,180.9733999999999,LTC,73.41,74.91,76.84,72.56,9
418,1582416000,25,48,22,15.494699999999998,119,272,75,110.70310000000003,LTC,74.91,79.9,80.6,77.16,10
419,1582502400,44,45,48,6.560000000000001,174,210,229,52.65359999999998,LTC,79.9,75.61,77.46,72.96,15
420,1582588800,29,56,70,14.740899999999995,144,243,247,62.984800000000035,LTC,75.61,71.01,73.24,69.96,7
421,1582675200,92,135,85,30.46259999999999,303,534,271,151.13339999999994,LTC,71.01,60.59,67.7,58.39,15
422,1582761600,50,79,57,23.6194,192,351,233,118.62,LTC,60.59,61.69,64.07,59.15,29
423,1582848000,29,29,48,3.819900000000001,137,108,173,-3.235399999999999,LTC,61.69,60.07,62.1,58.45,12
424,1582934400,27,37,23,5.0276,80,123,91,15.434899999999995,LTC,60.07,58.16,59.97,57.74,17
425,1583020800,13,54,35,25.227,36,200,123,100.57569999999996,LTC,58.16,57.9,59.53,56.58,7
426,1583107200,29,41,23,8.452100000000002,104,147,60,37.891100000000044,LTC,57.9,61.47,62.68,59.74,16
427,1583193600,25,51,32,16.142500000000002,92,199,134,62.44819999999997,LTC,61.47,61.09,61.57,59.59,21
428,1583280000,23,37,28,11.2439,110,140,125,38.924000000000014,LTC,61.09,60.54,61.43,59.45,16
429,1583366400,18,76,52,34.34659999999998,65,337,232,149.72230000000005,LTC,60.54,62.15,62.92,61.57,15
430,1583452800,20,58,30,18.453000000000014,74,303,129,93.50899999999996,LTC,62.15,63.4,63.81,62.18,10
431,1583539200,17,35,12,9.498700000000003,97,184,41,41.23899999999999,LTC,63.4,60.55,62.61,60.41,12
432,1583625600,37,41,28,-0.3216999999999985,187,171,101,-16.619500000000006,LTC,60.55,51.18,54.8,50.34,10
433,1583712000,67,93,56,16.730600000000013,211,459,230,138.6537,LTC,51.18,50.53,51.15,48.44,15
434,1583798400,50,81,69,15.59200000000001,150,252,215,57.34270000000001,LTC,50.53,50.23,50.57,49.14,12
435,1583884800,27,74,35,25.205,107,258,91,65.88659999999999,LTC,50.23,48.6,50.69,47.65,17
436,1583971200,144,217,159,34.31459999999996,661,924,706,104.89049999999972,LTC,48.6,30.49,31.88,25.27,20
437,1584057600,126,236,125,59.17919999999998,469,942,468,230.9917,LTC,30.49,37.93,38.84,33.62,18
438,1584144000,60,72,52,10.151900000000003,213,259,165,41.4475,LTC,37.93,34.43,35.2,33.88,9
439,1584230400,27,36,31,8.222699999999998,101,146,100,36.0756,LTC,34.43,36.3,36.58,34.8,6
440,1584316800,41,49,50,5.317500000000001,194,237,241,29.03090000000001,LTC,36.3,33.25,34.57,32.6,7
441,1584403200,34,48,36,6.4805,152,177,134,14.221700000000016,LTC,33.25,34.23,35.68,34.01,15
442,1584489600,47,91,33,27.7039,198,312,112,93.90330000000007,LTC,34.23,34.83,35.47,34.26,12
443,1584576000,35,91,37,31.412000000000006,189,307,102,109.15419999999992,LTC,34.8,39.09,40.84,34.1,14
444,1584662400,37,53,37,14.031599999999996,112,206,105,65.90969999999993,LTC,39.09,38.09,43.81,34.19,11
445,1584748800,22,55,33,12.1792,85,197,105,46.95709999999998,LTC,38.06,38.37,38.8,37.71,11
446,1584835200,12,28,19,8.174300000000002,65,132,111,50.460400000000035,LTC,38.38,35.46,39.7,34.88,7
447,1584921600,5,25,26,12.316600000000005,27,92,137,43.5303,LTC,35.46,39.11,40.0,34.61,15
448,1585008000,30,34,42,1.0834,151,151,318,-6.5088,LTC,39.17,40.69,41.05,39.89,16
449,1585094400,12,31,19,10.8713,116,159,69,28.3762,LTC,40.69,39.3,40.69,38.97,16
450,1585180800,28,27,22,2.406299999999999,114,93,97,4.1027999999999984,LTC,39.3,40.56,40.59,39.33,16
451,1585267200,19,40,29,12.4065,65,206,127,87.30230000000005,LTC,40.56,38.14,38.83,37.59,14
452,1585353600,12,46,10,18.709100000000007,106,185,32,50.34300000000001,LTC,38.14,38.93,39.5,36.84,9
453,1585440000,10,25,12,7.597199999999999,56,136,155,50.99249999999999,LTC,38.93,37.12,37.25,36.27,6
454,1585526400,29,43,46,5.6373000000000015,125,154,191,4.44900000000001,LTC,37.12,39.03,40.65,38.48,12
455,1585612800,18,26,22,5.2824,46,76,68,19.2784,LTC,39.03,39.15,39.36,38.43,18
