time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,sum_pos_s,sum_neg_s,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,label
1566172800.0,0,2,3,1.504,0.0,3.008,0.0,1.504,0,4,8,3.008,ETH,194.75,202.39,206.65,202.06,-1
1566259200.0,126,376,298,214.82100000000025,-108.24700000000004,1526.5601000000006,-226.71019999999996,160.3986000000002,658,2511,1667,1245.9164000000005,ETH,202.39,196.78,205.51,196.14,-1
1566345600.0,210,483,311,276.07240000000013,-194.6222,1591.1548999999993,-404.9674999999999,178.69240000000022,1076,2707,1541,1089.7884999999976,ETH,196.78,187.23,188.65,183.69,1
1566432000.0,116,329,205,183.6970000000001,-85.69039999999997,1192.4634999999996,-159.3834999999999,140.8820999999999,551,2032,1039,990.4878999999997,ETH,187.23,190.46,193.59,186.02,1
1566518400.0,132,305,217,169.30270000000004,-107.78249999999996,1057.2286000000017,-261.6693,115.32260000000004,738,1767,1298,741.5919000000006,ETH,190.46,194.47,197.59,192.91,-1
1566604800.0,105,224,120,127.60379999999996,-97.34199999999994,700.7871999999992,-178.32440000000003,78.94429999999993,463,1180,542,473.5293999999996,ETH,194.47,191.02,192.55,187.98,-1
1566691200.0,60,187,126,103.02599999999993,-57.867,552.5369999999998,-101.86459999999998,74.10899999999991,288,940,452,421.84670000000006,ETH,191.02,186.61,191.27,185.8,1
1566777600.0,93,274,154,163.45830000000004,-88.8327999999999,1025.6386999999993,-236.1324,119.06069999999993,580,1648,751,744.7128999999991,ETH,186.61,188.43,192.58,187.29,-1
1566864000.0,89,210,124,123.7903,-78.07219999999997,692.5894000000002,-180.23049999999992,84.77850000000002,519,1117,593,473.62040000000013,ETH,188.43,187.13,188.86,184.38,-1
1566950400.0,187,363,286,194.22630000000007,-173.6914,1122.7228000000016,-505.23129999999975,107.44659999999986,1096,1982,1439,530.4544999999997,ETH,187.13,172.97,179.19,167.82,-1
1567036800.0,162,297,222,161.62919999999994,-151.42529999999988,929.3583,-287.84500000000014,85.39299999999999,740,1637,1103,565.8673000000002,ETH,172.97,168.97,170.49,165.93,-1
1567123200.0,63,211,89,128.69879999999992,-57.36579999999999,820.8262999999994,-160.87530000000004,100.01029999999996,457,1264,547,631.4632999999994,ETH,168.97,168.54,171.13,167.78,1
1567209600.0,29,111,80,61.96849999999999,-26.0316,443.3779999999999,-88.9843,49.00069999999999,220,765,399,341.73129999999964,ETH,168.54,172.18,174.11,167.37,-1
1567296000.0,49,159,74,94.11879999999998,-43.11659999999999,587.3242,-86.86139999999996,72.499,238,933,329,478.6477,ETH,172.18,171.34,175.83,171.14,1
1567382400.0,93,193,112,108.7727999999999,-81.63699999999997,840.6128999999993,-216.937,67.95429999999998,545,1483,578,582.8315999999992,ETH,171.34,178.77,183.34,178.25,1
1567468800.0,117,254,153,139.18890000000002,-98.26529999999997,874.0696000000005,-249.80520000000007,89.64100000000002,752,1570,872,575.2383999999997,ETH,178.77,179.03,183.71,177.65,-1
1567555200.0,87,200,115,110.2868,-75.70099999999995,711.5600000000002,-230.76869999999997,72.38029999999998,587,1201,575,442.9678,ETH,179.03,174.97,179.74,173.91,-1
1567641600.0,135,268,213,140.98749999999995,-115.55240000000008,789.6818000000015,-304.3357000000001,83.20409999999983,823,1456,995,427.8759999999993,ETH,174.97,173.65,175.02,171.01,-1
1567728000.0,129,224,146,118.10759999999986,-117.38049999999987,550.0706000000001,-190.76789999999997,58.813699999999955,527,1037,674,300.6742999999998,ETH,173.65,169.08,170.22,166.51,1
1567814400.0,97,201,142,110.90429999999985,-84.8771,575.5377,-166.2920999999999,67.77739999999993,508,997,766,367.13080000000014,ETH,169.08,178.15,180.15,171.02,1
1567900800.0,42,110,88,58.03979999999999,-37.575,492.22799999999967,-117.45780000000003,39.25229999999999,300,894,466,355.98270000000014,ETH,178.15,181.74,182.68,176.95,-1
1567987200.0,46,156,74,87.41459999999996,-34.76540000000001,658.1965000000008,-98.3449,70.13939999999997,315,1140,606,544.6644000000003,ETH,181.74,180.72,183.09,177.93,-1
