time,neg_ns,pos_ns,neutral_ns,sum_pos_ns,sum_neg_ns,sum_pos_s,sum_neg_s,comp_ns,neg_s,pos_s,neu_s,comp_s,coin,open,close,high,low,label
1554163200.0,126,246,286,124.1378999999998,-110.91799999999996,914.881300000001,-295.1493000000001,68.79179999999995,797,1781,1894,565.195000000001,LTC,60.57,77.58,78.51,68.5,1
1554249600.0,151,288,284,150.94329999999988,-138.92919999999987,1094.6463999999992,-400.5567,81.55899999999995,1001,2047,1787,624.9488999999999,LTC,77.58,85.7,94.01,77.93,-1
1554336000.0,30,84,68,42.0538,-25.293,323.8829000000002,-71.5752,29.433100000000003,186,597,483,239.7644,LTC,85.7,84.95,87.51,82.3,1
1554422400.0,18,58,31,35.078900000000004,-15.3934,269.9165999999999,-63.1633,27.3822,143,444,253,199.0566,LTC,84.95,88.93,90.24,86.91,1
1554508800.0,27,65,91,28.67370000000001,-23.432199999999995,197.90590000000003,-64.26480000000001,16.9576,182,437,682,121.925,LTC,88.93,92.5,95.43,86.98,-1
1554595200.0,16,42,49,20.8512,-12.612999999999998,167.71019999999996,-42.76020000000001,14.570499999999996,105,338,489,119.2627,LTC,92.5,92.06,96.48,91.12,-1
1554681600.0,15,45,50,19.866199999999992,-14.511599999999993,140.8772000000001,-65.56550000000001,12.586400000000005,157,328,359,67.53389999999996,LTC,92.06,89.58,94.5,88.57,-1
1554768000.0,27,34,34,17.666999999999994,-25.97199999999999,162.64399999999995,-103.0118,4.7096,229,307,272,46.70339999999999,LTC,89.58,86.97,89.51,84.73,1
1554854400.0,26,50,43,26.23089999999999,-21.50019999999999,234.8332000000001,-87.94559999999996,15.506599999999995,245,423,377,136.26649999999998,LTC,86.97,88.4,90.42,87.6,-1
1554940800.0,42,59,56,29.3926,-39.6472,187.25409999999988,-85.16030000000002,9.568999999999997,244,375,340,82.27020000000003,LTC,88.4,79.46,83.91,75.98,-1
1555027200.0,16,32,34,15.6744,-12.835200000000002,121.50269999999996,-37.47929999999999,9.234099999999998,108,246,240,77.17449999999997,LTC,79.46,78.97,80.64,77.85,-1
1555113600.0,10,28,32,13.972200000000004,-11.078400000000002,94.30620000000003,-38.7624,8.407200000000001,77,191,239,49.9014,LTC,78.97,78.14,80.88,76.67,1
1555200000.0,4,18,23,8.919500000000003,-2.4252,84.50219999999996,-9.0451,7.706900000000003,32,173,218,74.24449999999995,LTC,78.14,83.84,83.89,78.41,-1
